Property Name,Property Type,Property Tag,Title,Complex Name,Address,Latitude,Longitude,Pincode,Super Area (sqft),Area per Square (Rs/Sqft),Price (lakh),Owner Type,Owner Name,Age of Construction,Floor,Facing,District,State
,Commerical,Rent,"450 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Nangloi,"Corner property opp Nagloi Metro Station Rohtak Road Delhi 110042., Nangloi, New Delhi - West, Delhi NCR
",28.6823782,77.064931,110041,450,100,0.45,Owner,Dr M Alam,New Construction,"Ground (Out of 4 Floors)
",West,West Delhi,Delhi
Findahouse.In,Commerical,Rent,"1000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Kailash Colony, Greater Kailash","Hs block., Kailash Colony, New Delhi - South, Delhi NCR
",28.548202,77.2380163,110048,1000,75,0.75,Agent,Karan,10 to 15 years,"1 (Out of 4 Floors)
",North,South East Delhi,Delhi
,Commerical,Rent,"2000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Rohini Sector 11,"G-7/19, Sector-11, Rohini, Delhi, Sector 11 Rohini, New Delhi - Rohini, Delhi NCR
",28.7308283,77.11219,110085,2000,55,1.1,Owner,Mohit Chauhan,5 to 10 years,"Ground (Out of 3 Floors)
",North - West,North West Delhi,Delhi
,Commerical,Rent,"1700 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Green Park Extension,"P20 Green Park New Delhi, Green Park Extension, New Delhi - South, Delhi NCR
",28.5598225,77.2068305,110016,1700,53,0.9,Owner,Suresh Chadha,New Construction,"Upper Basement (Out of 5 Floors)
",North,South East Delhi,Delhi
,Commerical,Rent,"300 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Ashok Vihar Phase 1,"Sunrise Tower, w.p-477, shiv market, wazirpur, Ashok vihar, Ashok Vihar Phase 1, New Delhi - North, Delhi NCR
",28.6918111,77.1734053999999,110052,300,20,0.06,Owner,Nitin Verma,Less than 5 years,"1 (Out of 4 Floors)
",North - East,North West Delhi,Delhi
,Commerical,Rent,"4000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Neeti Bagh,"A-96 Neeti Bagh Basement, New Delhi- 110049, Neeti Bagh, New Delhi - South, Delhi NCR
",28.5595022,77.2168035999999,110049,4000,38,1.5,Owner,Vipul Agarwal,Less than 5 years,"Lower Basement (Out of 1 Floors)
",East,South East Delhi,Delhi
,Commerical,Rent,"900 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Janakpuri,"Janakpuri, New Delhi - West, Delhi NCR
",28.621899,77.0878384999999,110058,900,33,0.3,Owner,ASHISH,New Construction,"Ground (Out of 3 Floors)
",South,West Delhi,Delhi
,Commerical,Rent,"157 Sq-yrd Commercial Office Space for Rent in , locality, New Delhi","Tarun Enclave, Pitampura","358, second floor, ring road, Tarun Enclave, New Delhi - North, Delhi NCR
",28.6966695,77.1142871,110083,157,315,0.5,Owner,K C Gupta,Less than 5 years,"2 (Out of 3 Floors)
",West,North West Delhi,Delhi
,Commerical,Rent,"900 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Amar Colony, Lajpat Nagar","Amar Colony New Delhi, Amar Colony, New Delhi - South, Delhi NCR
",28.5617318,77.242679,110024,900,28,0.25,Owner,Garima Sharma,5 to 10 years,"Upper Basement (Out of 5 Floors)
",South,South East Delhi,Delhi
,Commerical,Rent,"17,000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Mohan Cooperative Industrial Estate, Badarpur, Mathura Road","B1B1 Mohan Cooperative Industrial Estate New Delhi, Mohan Cooperative Industrial Estate, New Delhi - South, Delhi NCR
",28.5196217,77.2946274,110076,"17,000",53,9,Owner,Shobhit,Less than 5 years,"Ground (Out of 4 Floors)
",North,South East Delhi,Delhi
,Commerical,Rent,"1800 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","IGNOU Road, Saket","Neb Sarai, Near Star Gym, IGNOU Road, New Delhi - South, Delhi NCR
",28.5055132,77.198959,110068,1800,3,0.05,Owner,LIWAY INDIA,New Construction,"Ground (Out of 1 Floors)
",,South Delhi,Delhi
,Commerical,Rent,"1000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Green Park,"A 16 Green Park New Delhi, Green Park, New Delhi - South, Delhi NCR
",28.5617955,77.2044617999999,110016,1000,90,0.9,Owner,Mohit Gupta,Above 20 years,"Upper Basement (Out of 4 Floors)
",East,South East Delhi,Delhi
,Commerical,Rent,"300 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Connaught Place,"Connaught Place, Connaught Place, New Delhi - Central, Delhi NCR
",28.6304203,77.2177215999999,110001,300,107,0.32,Agent,Urban Real Estate,Less than 5 years,"2 (Out of 3 Floors)
",,New Delhi,Delhi
,Commerical,Rent,"1800 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Lajpat Nagar 2,"D 27 Lajpat Nagar 2 New Delhi, Lajpat Nagar 2, New Delhi - South, Delhi NCR
",28.5649034,77.2403317,110024,1800,56,1,Owner,Vivek Khanna,Less than 5 years,"3 (Out of 4 Floors)
",North,South East Delhi,Delhi
,Commerical,Rent,"9000 Sq-ft Commercial Office Space for Rent in Tulip Cobse , locality, Gurgaon","Tulip Cobse,Sector 18","plot number 76G tulip cobse Sector 18 gurgaon, Sector 18, Gurgaon, Delhi NCR
",28.6863437,77.1517456,110034,9000,50,4.5,Owner,Divya,Less than 5 years,"2 (Out of 5 Floors)
",South - East,North West Delhi,Delhi
,Commerical,Rent,"2400 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Taimoor Nagar, New Friends Colony","Plot no 1 Taimoor Nagar New Friends Colony New delhi 110065, Taimoor Nagar, New Delhi - South, Delhi NCR
",28.568814,77.2676726,110025,2400,42,1,Owner,Mayank,5 to 10 years,"2 (Out of 4 Floors)
",North - West,South East Delhi,Delhi
Equatorial Estates Pvt Limited,Commerical,Rent,"1200 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Green Park,"Green Park, Green Park, New Delhi - South, Delhi NCR
",28.5584489,77.2029376,110029,1200,75,0.9,Agent,Brij mohan,10 to 15 years,"Ground (Out of 3 Floors)
",North,South Delhi,Delhi
,Commerical,Rent,"1200 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Bhikaji Cama Place, RK Puram","Office No-221 Second Floor Bhikaji Gama Place New Delhi, Bhikaji Cama Place, New Delhi - South, Delhi NCR
",28.5683845,77.1847191,110022,1200,129,1.6,Owner,Shraddha,Above 20 years,"2 (Out of 6 Floors)
",North - East,South West Delhi,Delhi
Gagan Properties,Commerical,Rent,"1000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Kasturba Gandhi Marg, Connaught Place","Indraprakash building 1st floor office no.105, Kasturba Gandhi Marg, New Delhi - Central, Delhi NCR
",28.6294532,77.2238996999999,110001,1000,140,1.4,Agent,Sanjeev,New Construction,"5 (Out of 13 Floors)
",North - East,New Delhi,Delhi
,Commerical,Rent,"350 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Bhikaji Cama Place, RK Puram","Bhikaji cama place, Bhikaji Cama Place, New Delhi - South, Delhi NCR
",28.567924,77.1880786,110066,350,86,0.3,Agent,P D JAIN,Less than 5 years,"5 (Out of 6 Floors)
",North,New Delhi,Delhi
Sobhagya Real Estates,Commerical,Rent,"1200 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Tagore Garden, Rajouri Garden, Najafgarh Road","Tagore Garden, New Delhi - West, Delhi NCR
",28.648876,77.1096829,110027,1200,29,0.35,Agent,Abhishek,New Construction,"2 (Out of 4 Floors)
",North - East,West Delhi,Delhi
Shree Balaji Real Estate Pvt. Ltd. ,Commerical,Rent,"4000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Mohan Cooperative Industrial Estate, Badarpur, Mathura Road","a.1, Mohan Cooperative Industrial Estate, New Delhi - South, Delhi NCR
",28.510224,77.296398,110044,4000,46,1.9,Agent,Sanjay Kaushik,New Construction,"Ground (Out of 4 Floors)
",North,South East Delhi,Delhi
Space Solutions,Commerical,Rent,"2300 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Kalkaji,"DD block kalkaji, Kalkaji, New Delhi - South, Delhi NCR
",28.543777,77.2588346,110019,2300,26,0.6,Agent,Space Solutions,Less than 5 years,"Lower Basement (Out of 4 Floors)
",,South East Delhi,Delhi
Kapil Properties,Commerical,Rent,"250 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Netaji Subhash Place, Pitampura","wardhman plaza, Netaji Subhash Place, New Delhi - North, Delhi NCR
",28.6960458,77.1526303999999,110034,250,64,0.16,Agent,kapil bhatia,Less than 5 years,"3 (Out of 3 Floors)
",East,North West Delhi,Delhi
VM Group,Commerical,Rent,"880 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Kasturba Gandhi Marg, Connaught Place","kg marg, Kasturba Gandhi Marg, New Delhi - Central, Delhi NCR
",28.622932,77.2252941999999,110001,880,114,1,Agent,Maanik,Less than 5 years,"3 (Out of 12 Floors)
",North,New Delhi,Delhi
Baba Properties,Commerical,Rent,"700 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Nehru Place,"ashok bhawan, Nehru Place, New Delhi - South, Delhi NCR
",28.548413,77.2526479999999,110019,700,86,0.6,Agent,Anuj Sharma,10 to 15 years,"3 (Out of 8 Floors)
",North - East,South East Delhi,Delhi
Finding Homz,Commerical,Rent,"4000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Okhla Phase 3,"Okhla-III, Okhla Phase 3, New Delhi - South, Delhi NCR
",28.549291,77.2678136999999,110020,4000,90,3.6,Agent,Pardeep Kumar Rana,Less than 5 years,"1 (Out of 3 Floors)
",East,South East Delhi,Delhi
Kamal Properties,Commerical,Rent,"1700 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Greater Kailash 2,"M Block, GK II, New Delhi - South, Delhi NCR
",28.5367692,77.2423065,110048,1700,109,1.9,Agent,Kamal,5 to 10 years,"1 (Out of 3 Floors)
",North - East,South East Delhi,Delhi
Saachi Realtors,Commerical,Rent,"850 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Dwarka Sector 7,"dwarka sector 7, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5932279,77.0720314999999,110075,850,27,0.23,Agent,Lovelish,5 to 10 years,"Ground (Out of 3 Floors)
",East,South West Delhi,Delhi
,Commerical,Rent,"450 Sq-ft Commercial Office Space for Rent in Ansals Laxmi Deep , locality, New Delhi","Ansals Laxmi Deep,Laxmi Nagar District Centre, Laxmi Nagar","102 first floor laxmi deep bldg laxmi nagar distric centre New Delhi India, Laxmi Nagar District Centre, New Delhi - East, Delhi NCR
",28.6386345,77.2877069,110092,450,78,0.35,Owner,ANIL KUMAR,10 to 15 years,"1 (Out of 8 Floors)
",East,East Delhi,Delhi
Linnks Properties,Commerical,Rent,"225 Sq-ft Commercial Office Space for Rent in Best Sky Tower , locality, New Delhi","Best Sky Tower,Netaji Subhash Place, Pitampura","Netaji subhash place, Netaji Subhash Place, New Delhi - North, Delhi NCR
",28.6960458,77.1526303999999,110034,225,56,0.125,Agent,Manish Narang,Less than 5 years,"5 (Out of 13 Floors)
",North,North West Delhi,Delhi
Delhi Estate,Commerical,Rent,"1005 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Barakhamba Road, Barakhamba","702., Barakhamba Road, New Delhi - Central, Delhi NCR
",28.6305175,77.2235391,110001,1005,134,1.4,Agent,Vikas Kumar,15 to 20 years,"7 (Out of 12 Floors)
",North - East,New Delhi,Delhi
MV Properties,Commerical,Rent,"800 Sq-ft Commercial Office Space for Rent in Shivalik A Block , locality, New Delhi","Shivalik A Block,Malviya Nagar","main road shivalik, Malviya Nagar, New Delhi - South, Delhi NCR
",28.5412109,77.255888,110019,800,250,2,Agent,Vivek Kumar Mishra,Less than 5 years,"Ground (Out of 3 Floors)
",North - West,South East Delhi,Delhi
AAstha Property,Commerical,Rent,"2700 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Okhla Phase 1,"B=257., Okhla Phase 1, New Delhi - South, Delhi NCR
",28.5291985,77.2773794,110020,2700,44,1.2,Agent,kapil kumar,New Construction,"1 (Out of 5 Floors)
",North - East,South East Delhi,Delhi
Green Property,Commerical,Rent,"1400 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Green Park Extension,"Green Park extn, Green Park Extension, New Delhi - South, Delhi NCR
",28.5597033,77.203868,110016,1400,82,1.2,Agent,Bhanu,5 to 10 years,"2 (Out of 4 Floors)
",North - East,South East Delhi,Delhi
Gorakhpuria Associates,Commerical,Rent,"1800 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Subhash Nagar,"Subhash Nagar, Subhash Nagar, New Delhi - West, Delhi NCR
",28.640368,77.104974,110018,1800,47,0.85,Agent,kamal,Less than 5 years,"Upper Basement (Out of 3 Floors)
",North - East,West Delhi,Delhi
Vishvas Real Estate,Commerical,Rent,"2350 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Okhla Phase 2,"Okhla Phase 2, Okhla Phase 2, New Delhi - South, Delhi NCR
",28.5357628,77.2764329,110020,2350,53,1.3,Agent,Sanjay Gupta,Less than 5 years,"Ground (Out of 4 Floors)
",North - East,South East Delhi,Delhi
Vrinda Associates,Commerical,Rent,"260 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Laxmi Nagar,"laxmi nagar, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6275609,77.2784080999999,110092,260,100,0.26,Agent,Ritika,New Construction,"2 (Out of 4 Floors)
",East,East Delhi,Delhi
Vasant Homez,Commerical,Rent,"5000 Sq-ft Commercial Office Space for Rent in Suncity Vasant Square , locality, New Delhi","Suncity Vasant Square,Vasant Kunj","Vasant square mall Vasant Kunj, Vasant Kunj, New Delhi - South, Delhi NCR
",28.524943,77.1564722999999,110070,5000,80,4,Agent,Sandeep,5 to 10 years,"3 (Out of 4 Floors)
",South - East,New Delhi,Delhi
M N R Consultant.,Commerical,Rent,"2000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Okhla Industrial Area,"okhla phase -2, Okhla Industrial Area, New Delhi - South, Delhi NCR
",28.5317239,77.2766287,110020,2000,30,0.6,Agent,Narender Kumar Chugh,10 to 15 years,"1 (Out of 4 Floors)
",East,South Delhi,Delhi
,Commerical,Rent,"400 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Mayur Vihar 2,"Pocket-D, Mayur Vihar 2, New Delhi - East, Delhi NCR
",28.6169634,77.3008505999999,110091,400,58,0.23,Owner,Krishana singh,Less than 5 years,"2 (Out of 3 Floors)
",North,East Delhi,Delhi
,Commerical,Rent,"2675 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Kasturba Gandhi Marg, Connaught Place","Unit no-05, -First Floor (Upper Ground ), Kasturba Gandhi Marg, New Delhi - Central, Delhi NCR
",28.622932,77.2252941999999,110001,2675,121,3.3,Owner,P C Agarwal,Above 20 years,"1 (Out of 15 Floors)
",,New Delhi,Delhi
,Commerical,Rent,"1500 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Lajpat Nagar 2,"I block shop no. 1 Central Market Lajpat Nagar 2 New Delhi, Lajpat Nagar 2, New Delhi - South, Delhi NCR
",28.5690701,77.2415025,110024,1500,66,0.99,Owner,Puneet Mehra,5 to 10 years,"2 (Out of 3 Floors)
",North - East,South Delhi,Delhi
,Commerical,Rent,"345 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Tilak Nagar,"15 East View, Near Punjab National Bank, Tilak Nagar, New Delhi - West, Delhi NCR
",28.6355969,77.0922772999999,110018,345,50,0.1725,Owner,Takyar,Less than 5 years,"2 (Out of 5 Floors)
",East,West Delhi,Delhi
,Commerical,Rent,"132 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Manglam Place Rohini,"331, Vardhman Grand Plaza, Manglam Place Rohini, New Delhi - Rohini, Delhi NCR
",28.6989592,77.1141332,110085,132,102,0.135,Owner,T N magoo,10 to 15 years,"3 (Out of 4 Floors)
",East,North West Delhi,Delhi
,Commerical,Rent,"1100 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Connaught Place,"Barakhamba Road, Connaught Place, New Delhi - Central, Delhi NCR
",28.6306943,77.2232451999999,110001,,118,1.3,Agent,Kamal Kumar,Above 20 years,"3 (Out of 4 Floors)
",East,New Delhi,Delhi
Apar Estates,Commerical,Rent,"2430 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Vasant Kunj Sector B,"basement and ground floor sector b pocket1 vasant kunj, Sector B Vasant Kunj, New Delhi - South, Delhi NCR
",28.5211639,77.1607391,110070,2430,123,3,Agent,Ramesh Chowdhury,15 to 20 years,"Ground (Out of 4 Floors)
",East,New Delhi,Delhi
Raja Real Estate Solutions,Commerical,Rent,"1000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Dwarka Sector 7,"near vishal mega mart ramphal chowk, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5848575,77.0716568999999,110077,1000,30,0.3,Agent,Raja Sarfarz,5 to 10 years,"Ground (Out of 3 Floors)
",North - East,South West Delhi,Delhi
,Commerical,Rent,"5500 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Okhla Phase 2,"Okhla Phase 2, New Delhi - South, Delhi NCR
",28.5357628,77.2764329,110020,5500,45,2.5,Agent,Abhishek Rana,5 to 10 years,"1 (Out of 3 Floors)
",North - East,South East Delhi,Delhi
Adventum Realty World ,Commerical,Rent,"1700 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Tolstoy Marg, Tolstoy Marg","Tolstoy House, Tolstoy Marg, New Delhi - Central, Delhi NCR
",28.6266861,77.2211489,110001,1700,162,2.8,Agent,Ravi Shrivastava,Less than 5 years,"1 (Out of 12 Floors)
",East,New Delhi,Delhi
,Commerical,Rent,"1350 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Jangpura Extension, Jangpura","Birbal Road Jangpura Extension New Delhi, Jangpura Extension, New Delhi - South, Delhi NCR
",28.5829458,77.2447157,110014,1350,96,1.3,Owner,Walia,10 to 15 years,"Lower Basement (Out of 1 Floors)
",East,South Delhi,Delhi
,Commerical,Rent,"2000 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Lalita Park, Laxmi Nagar","156C Lalita Park Laxmi Nagar Vikas Marg Delhi, Lalita Park, New Delhi - East, Delhi NCR
",28.628817,77.2738723,110092,2000,125,2.5,Owner,Prem Rai Vikas Rai,5 to 10 years,"3 (Out of 5 Floors)
",South - East,East Delhi,Delhi
,Commerical,Rent,"440 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Nai Walan, Karol Bagh","1332, First Floor, D.B. Gupta Road, Karol Bagh, New Delhi - 110005, Nai Walan, New Delhi - West, Delhi NCR
",28.6496805,77.1979137999999,110005,440,80,0.35,Owner,Duli Chand,Above 20 years,"1 (Out of 4 Floors)
",North - East,Central Delhi,Delhi
,Commerical,Rent,"130 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Patel Nagar West,"1st and 2nd Floor - Opposite Metro Pillar, Shadi Khampur, Patel Nagar West, New Delhi - West, Delhi NCR
",28.6516094,77.1581705999999,110008,130,62,0.08,Owner,Tarun Malik,Less than 5 years,"1 (Out of 2 Floors)
",North - East,Central Delhi,Delhi
,Commerical,Rent,"210 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Laxmi Nagar,"E-10-12, Jawahar Park, Laxmi Nagar, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6341949,77.2813319999999,110092,210,52,0.11,Owner,S K Gaur,10 to 15 years,"3 (Out of 4 Floors)
",,East Delhi,Delhi
,Commerical,Rent,"1450 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Greater Kailash 2,"S Block, GK2, GK II, New Delhi - South, Delhi NCR
",28.5306805,77.2455444,110048,1450,31,0.45,Owner,Prateek Dube,New Construction,"Lower Basement (Out of 4 Floors)
",North - East,South East Delhi,Delhi
,Commerical,Rent,"1800 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Sant Nagar Near East of Kailash, East of Kailash","16-A, Sant Nagar, East Of Kailash, New Delhi, Sant Nagar - East of Kailash, New Delhi - South, Delhi NCR
",28.5544659,77.2481935999999,110065,1800,78,1.4,Owner,Bikram Singh,Above 20 years,"2 (Out of 4 Floors)
",,South Delhi,Delhi
Leasing Expert Shubhbhoomi,Commerical,Rent,"700 Sq-ft Commercial Office Space for Rent in , locality, New Delhi",Paschim Vihar,"main road, Paschim Vihar, New Delhi - West, Delhi NCR
",28.6672698,77.0915378,110087,700,53,0.37,Agent,Bittu Chawla,New Construction,"Ground (Out of 4 Floors)
",East,West Delhi,Delhi
,Commerical,Rent,"1800 Sq-ft Commercial Office Space for Rent in , locality, New Delhi","Patel Nagar East, Patel Nagar","Patel Nagar East, New Delhi - West, Delhi NCR
",28.6468151,77.1721199,110008,1800,112,2,Owner,ASHISH SARAF,5 to 10 years,"3 (Out of 3 Floors)
",South,West Delhi,Delhi
